payment_id,payment_method,paid_at,amount,payment_status,order_id
P23348,Cash,2026-03-31 23:59:00,0,Paid,ord23348
P23349,Credit Card,2026-03-31 23:59:00,312.36,Paid,ord23349
P23350,QR Payment,2026-03-31 23:59:00,469.68,Paid,ord23350
P23351,QR Payment,2026-03-31 23:59:00,396.18,Paid,ord23351
P23352,QR Payment,2026-03-31 23:59:00,298.84,Paid,ord23352
P23353,Cash,2026-03-31 23:59:00,282.75,Paid,ord23353
P23354,Cash,2026-03-24 11:30:56,334.99,Pending,ord23354
P23355,Cash,2026-03-31 23:59:00,182.96,Paid,ord23355
P23356,QR Payment,2026-03-31 23:59:00,52.17,Paid,ord23356
P23357,Credit Card,2026-03-31 23:59:00,275.91,Paid,ord23357
P23358,Credit Card,2026-03-31 23:59:00,468.82,Paid,ord23358
P23359,Credit Card,2026-03-31 23:59:00,152.87,Paid,ord23359
P23360,QR Payment,2026-03-31 23:59:00,187.95,Paid,ord23360
P23361,Cash,2026-03-31 23:59:00,463.73,Paid,ord23361
P23362,Credit Card,2026-03-24 11:30:56,375.35,Pending,ord23362
P23363,Credit Card,2026-03-31 23:59:00,270.97,Paid,ord23363
P23364,QR Payment,2026-03-31 23:59:00,0,Paid,ord23364
P23365,Cash,2026-03-31 23:59:00,485.37,Paid,ord23365
P23366,Credit Card,2026-03-31 23:59:00,97.42,Paid,ord23366
P23367,Credit Card,2026-03-31 23:59:00,277.87,Paid,ord23367
P23368,Credit Card,2026-03-31 23:59:00,423,Paid,ord23368
P23369,QR Payment,2026-03-31 23:59:00,358.87,Paid,ord23369
P23370,Credit Card,2026-03-31 23:59:00,509.01,Paid,ord23370
P23371,Cash,2026-03-31 23:59:00,478.53,Paid,ord23371
P23372,QR Payment,2026-03-31 23:59:00,0,Failed,ord23372
P23373,QR Payment,2026-03-31 23:59:00,354.41,Paid,ord23373
P23374,Credit Card,2026-03-31 23:59:00,0,Failed,ord23374
P23375,Cash,2026-03-24 11:30:56,452.54,Pending,ord23375
P23376,Credit Card,2026-03-31 23:59:00,108.89,Paid,ord23376
P23377,Cash,2026-03-31 23:59:00,216.77,Paid,ord23377
P23378,QR Payment,2026-03-24 11:30:56,0,Pending,ord23378
P23379,Credit Card,2026-03-31 23:59:00,286.17,Paid,ord23379
P23380,Credit Card,2026-03-31 23:59:00,0,Paid,ord23380
P23381,Cash,2026-03-31 23:59:00,0,Failed,ord23381
P23382,QR Payment,2026-03-31 23:59:00,464.19,Paid,ord23382
P23383,QR Payment,2026-03-24 11:30:56,161.62,Pending,ord23383
P23384,Cash,2026-03-24 11:30:56,445.56,Pending,ord23384
P23385,QR Payment,2026-03-31 23:59:00,493.27,Paid,ord23385
P23386,Credit Card,2026-03-31 23:59:00,211.1,Paid,ord23386
P23387,Cash,2026-03-31 23:59:00,120.61,Paid,ord23387
P23388,Cash,2026-03-31 23:59:00,420.34,Paid,ord23388
P23389,QR Payment,2026-03-24 11:30:56,154.6,Pending,ord23389
P23390,QR Payment,2026-03-31 23:59:00,0,Failed,ord23390
P23391,QR Payment,2026-03-31 23:59:00,354.02,Paid,ord23391
P23392,QR Payment,2026-03-31 23:59:00,483.72,Paid,ord23392
P23393,Credit Card,2026-03-31 23:59:00,354.75,Paid,ord23393
P23394,Credit Card,2026-03-31 23:59:00,441.89,Paid,ord23394
P23395,Cash,2026-03-24 11:30:56,233,Pending,ord23395
P23396,QR Payment,2026-03-31 23:59:00,0,Paid,ord23396
P23397,Cash,2026-03-31 23:59:00,175.57,Paid,ord23397
P23398,QR Payment,2026-03-31 23:59:00,0,Failed,ord23398
P23399,Credit Card,2026-03-31 23:59:00,259.55,Paid,ord23399
P23400,QR Payment,2026-03-31 23:59:00,489.72,Paid,ord23400
P23401,Credit Card,2026-03-31 23:59:00,67.84,Paid,ord23401
P23402,QR Payment,2026-03-31 23:59:00,102,Paid,ord23402
P23403,Credit Card,2026-03-31 23:59:00,410.59,Paid,ord23403
P23404,QR Payment,2026-03-31 23:59:00,491.84,Paid,ord23404
P23405,Credit Card,2026-03-31 23:59:00,117.22,Paid,ord23405
P23406,Credit Card,2026-03-24 11:30:56,388.65,Pending,ord23406
P23407,Cash,2026-03-31 23:59:00,204.54,Paid,ord23407
P23408,Cash,2026-03-31 23:59:00,270.78,Paid,ord23408
P23409,Cash,2026-03-31 23:59:00,161.06,Paid,ord23409
P23410,Cash,2026-03-31 23:59:00,277.39,Paid,ord23410
P23411,Cash,2026-03-31 23:59:00,255.59,Paid,ord23411
P23412,Cash,2026-03-31 23:59:00,214.23,Paid,ord23412
P23413,Credit Card,2026-03-31 23:59:00,272.19,Paid,ord23413
P23414,QR Payment,2026-03-31 23:59:00,0,Failed,ord23414
P23415,Cash,2026-03-31 23:59:00,60.36,Paid,ord23415
P23416,QR Payment,2026-03-31 23:59:00,151.54,Paid,ord23416
P23417,Credit Card,2026-03-31 23:59:00,77.38,Paid,ord23417
P23418,Cash,2026-03-31 23:59:00,127.12,Paid,ord23418
P23419,QR Payment,2026-03-31 23:59:00,446.92,Paid,ord23419
P23420,Cash,2026-03-24 11:30:56,243.28,Pending,ord23420
P23421,Credit Card,2026-03-31 23:59:00,42.73,Paid,ord23421
P23422,Credit Card,2026-03-31 23:59:00,420.57,Paid,ord23422
P23423,Credit Card,2026-03-31 23:59:00,0,Paid,ord23423
P23424,Credit Card,2026-03-31 23:59:00,495.7,Paid,ord23424
P23425,Cash,2026-03-31 23:59:00,0,Failed,ord23425
P23426,Credit Card,2026-03-31 23:59:00,487.22,Paid,ord23426
P23427,Cash,2026-03-31 23:59:00,512.47,Paid,ord23427
P23428,Cash,2026-03-31 23:59:00,297.82,Paid,ord23428
P23429,Cash,2026-03-31 23:59:00,163.41,Paid,ord23429
P23430,QR Payment,2026-03-31 23:59:00,377.39,Paid,ord23430
P23431,Credit Card,2026-03-24 11:30:56,294.24,Pending,ord23431
P23432,Cash,2026-03-31 23:59:00,504.77,Paid,ord23432
P23433,Credit Card,2026-03-31 23:59:00,300.33,Paid,ord23433
P23434,Cash,2026-03-31 23:59:00,373.19,Paid,ord23434
P23435,Credit Card,2026-03-31 23:59:00,203.78,Paid,ord23435
P23436,Credit Card,2026-03-31 23:59:00,134.72,Paid,ord23436
P23437,Credit Card,2026-03-31 23:59:00,313.45,Paid,ord23437
P23438,Credit Card,2026-03-31 23:59:00,281.94,Paid,ord23438
P23439,Cash,2026-03-24 11:30:56,48,Pending,ord23439
P23440,QR Payment,2026-03-31 23:59:00,299.12,Paid,ord23440
P23441,Credit Card,2026-03-31 23:59:00,65,Paid,ord23441
P23442,QR Payment,2026-03-24 11:30:56,368.98,Pending,ord23442
P23443,Cash,2026-03-31 23:59:00,109.23,Paid,ord23443
P23444,Credit Card,2026-03-31 23:59:00,335.09,Paid,ord23444
P23445,Credit Card,2026-03-31 23:59:00,56.83,Paid,ord23445
P23446,Credit Card,2026-03-31 23:59:00,0,Failed,ord23446
P23447,QR Payment,2026-03-24 11:30:56,293.7,Pending,ord23447
P23448,Credit Card,2026-03-24 11:30:56,59.33,Pending,ord23448
P23449,Cash,2026-03-31 23:59:00,393.29,Paid,ord23449
P23450,QR Payment,2026-03-31 23:59:00,458.2,Paid,ord23450
P23451,Credit Card,2026-03-31 23:59:00,178.64,Paid,ord23451
P23452,QR Payment,2026-03-31 23:59:00,59.59,Paid,ord23452
P23453,QR Payment,2026-03-31 23:59:00,82.37,Paid,ord23453
P23454,Credit Card,2026-03-31 23:59:00,0,Paid,ord23454
P23455,Cash,2026-03-31 23:59:00,0,Failed,ord23455
P23456,Cash,2026-03-31 23:59:00,481.12,Paid,ord23456
P23457,QR Payment,2026-03-31 23:59:00,121,Paid,ord23457
P23458,Credit Card,2026-03-31 23:59:00,0,Failed,ord23458
P23459,Cash,2026-03-31 23:59:00,235.09,Paid,ord23459
P23460,QR Payment,2026-03-31 23:59:00,490.06,Paid,ord23460
P23461,QR Payment,2026-03-24 11:30:56,500.09,Pending,ord23461
P23462,Credit Card,2026-03-31 23:59:00,75.42,Paid,ord23462
P23463,Credit Card,2026-03-31 23:59:00,0,Paid,ord23463
P23464,Credit Card,2026-03-24 11:30:56,0,Pending,ord23464
P23465,Credit Card,2026-03-31 23:59:00,0,Paid,ord23465
P23466,Credit Card,2026-03-31 23:59:00,0,Paid,ord23466
P23467,QR Payment,2026-03-31 23:59:00,199.04,Paid,ord23467
P23468,Cash,2026-03-24 11:30:56,452.71,Pending,ord23468
P23469,Credit Card,2026-03-24 11:30:56,219.27,Pending,ord23469
P23470,Credit Card,2026-03-31 23:59:00,0,Failed,ord23470
P23471,Cash,2026-03-31 23:59:00,107.56,Paid,ord23471
P23472,QR Payment,2026-03-31 23:59:00,59.13,Paid,ord23472
P23473,QR Payment,2026-03-31 23:59:00,355.76,Paid,ord23473
P23474,QR Payment,2026-03-31 23:59:00,0,Paid,ord23474
P23475,Credit Card,2026-03-31 23:59:00,413.37,Paid,ord23475
P23476,Credit Card,2026-03-31 23:59:00,0,Failed,ord23476
P23477,Cash,2026-03-31 23:59:00,308.46,Paid,ord23477
P23478,QR Payment,2026-03-31 23:59:00,0,Failed,ord23478
P23479,Cash,2026-03-31 23:59:00,377.52,Paid,ord23479
P23480,QR Payment,2026-03-31 23:59:00,0,Paid,ord23480
P23481,Credit Card,2026-03-31 23:59:00,306.81,Paid,ord23481
P23482,Cash,2026-03-31 23:59:00,258.64,Paid,ord23482
P23483,Credit Card,2026-03-24 11:30:56,298.03,Pending,ord23483
P23484,Credit Card,2026-03-31 23:59:00,204.38,Paid,ord23484
P23485,QR Payment,2026-03-24 11:30:56,0,Pending,ord23485
P23486,Cash,2026-03-31 23:59:00,399.52,Paid,ord23486
P23487,Cash,2026-03-24 11:30:56,293.37,Pending,ord23487
P23488,QR Payment,2026-03-31 23:59:00,526.09,Paid,ord23488
P23489,Cash,2026-03-31 23:59:00,405.21,Paid,ord23489
P23490,Credit Card,2026-03-31 23:59:00,446.5,Paid,ord23490
P23491,QR Payment,2026-03-31 23:59:00,483.11,Paid,ord23491
P23492,QR Payment,2026-03-24 11:30:56,331.57,Pending,ord23492
P23493,Cash,2026-03-31 23:59:00,276.64,Paid,ord23493
P23494,Cash,2026-03-24 11:30:56,0,Pending,ord23494
P23495,Cash,2026-03-31 23:59:00,299.43,Paid,ord23495
P23496,Cash,2026-03-24 11:30:56,443.23,Pending,ord23496
P23497,QR Payment,2026-03-31 23:59:00,0,Paid,ord23497
P23498,Credit Card,2026-03-24 11:30:56,161.39,Pending,ord23498
P23499,QR Payment,2026-03-31 23:59:00,276.85,Paid,ord23499
P23500,QR Payment,2026-03-31 23:59:00,142.27,Paid,ord23500
P23501,Credit Card,2026-03-31 23:59:00,328.57,Paid,ord23501
P23502,Cash,2026-03-31 23:59:00,0,Paid,ord23502
P23503,QR Payment,2026-03-31 23:59:00,330.9,Paid,ord23503
P23504,Cash,2026-03-31 23:59:00,0,Paid,ord23504
P23505,QR Payment,2026-03-31 23:59:00,423.82,Paid,ord23505
P23506,QR Payment,2026-03-31 23:59:00,40.48,Paid,ord23506
P23507,QR Payment,2026-03-31 23:59:00,0,Failed,ord23507
P23508,Cash,2026-03-31 23:59:00,245.83,Paid,ord23508
P23509,QR Payment,2026-03-31 23:59:00,501.43,Paid,ord23509
P23510,QR Payment,2026-03-31 23:59:00,506.12,Paid,ord23510
P23511,QR Payment,2026-03-31 23:59:00,89.17,Paid,ord23511
P23512,Credit Card,2026-03-31 23:59:00,176.24,Paid,ord23512
P23513,Cash,2026-03-31 23:59:00,230.49,Paid,ord23513
P23514,Cash,2026-03-31 23:59:00,149.2,Paid,ord23514
P23515,Cash,2026-03-31 23:59:00,435.23,Paid,ord23515
P23516,QR Payment,2026-03-31 23:59:00,51.84,Paid,ord23516
P23517,QR Payment,2026-03-31 23:59:00,144.28,Paid,ord23517
P23518,Cash,2026-03-31 23:59:00,0,Failed,ord23518
P23519,Credit Card,2026-03-31 23:59:00,400.13,Paid,ord23519
P23520,Cash,2026-03-31 23:59:00,114.58,Paid,ord23520
P23521,QR Payment,2026-03-31 23:59:00,115.48,Paid,ord23521
P23522,Credit Card,2026-03-31 23:59:00,68.49,Paid,ord23522
P23523,Credit Card,2026-03-31 23:59:00,286.24,Paid,ord23523
P23524,Credit Card,2026-03-31 23:59:00,314.41,Paid,ord23524
P23525,QR Payment,2026-03-31 23:59:00,0,Failed,ord23525
P23526,Cash,2026-03-31 23:59:00,440.69,Paid,ord23526
P23527,QR Payment,2026-03-31 23:59:00,433.3,Paid,ord23527
P23528,QR Payment,2026-03-31 23:59:00,203.84,Paid,ord23528
P23529,Cash,2026-03-31 23:59:00,60.5,Paid,ord23529
P23530,Cash,2026-03-24 11:30:56,492.2,Pending,ord23530
P23531,Credit Card,2026-03-24 11:30:56,225.76,Pending,ord23531
P23532,Cash,2026-03-31 23:59:00,402.58,Paid,ord23532
P23533,Credit Card,2026-03-24 11:30:56,433.04,Pending,ord23533
P23534,Cash,2026-03-31 23:59:00,0,Paid,ord23534
P23535,QR Payment,2026-03-31 23:59:00,0,Failed,ord23535
P23536,Cash,2026-03-31 23:59:00,367.15,Paid,ord23536
P23537,Credit Card,2026-03-31 23:59:00,354.42,Paid,ord23537
P23538,Credit Card,2026-03-31 23:59:00,0,Failed,ord23538
P23539,QR Payment,2026-03-31 23:59:00,499.78,Paid,ord23539
P23540,QR Payment,2026-03-31 23:59:00,420.21,Paid,ord23540
P23541,Credit Card,2026-03-31 23:59:00,0,Paid,ord23541
P23542,QR Payment,2026-03-31 23:59:00,165.4,Paid,ord23542
P23543,QR Payment,2026-03-31 23:59:00,386.09,Paid,ord23543
P23544,Cash,2026-03-31 23:59:00,374.49,Paid,ord23544
P23545,Cash,2026-03-31 23:59:00,195.97,Paid,ord23545
P23546,Cash,2026-03-24 11:30:56,222.2,Pending,ord23546
P23547,QR Payment,2026-03-31 23:59:00,241.99,Paid,ord23547
P23548,Credit Card,2026-03-31 23:59:00,492.9,Paid,ord23548
P23549,QR Payment,2026-03-31 23:59:00,387.36,Paid,ord23549
P23550,QR Payment,2026-03-31 23:59:00,91.77,Paid,ord23550
P23551,Credit Card,2026-03-31 23:59:00,0,Failed,ord23551
P23552,Credit Card,2026-03-31 23:59:00,438.45,Paid,ord23552
P23553,QR Payment,2026-03-31 23:59:00,340.69,Paid,ord23553
P23554,Credit Card,2026-03-31 23:59:00,512.82,Paid,ord23554
P23555,Credit Card,2026-03-31 23:59:00,65.54,Paid,ord23555
P23556,Credit Card,2026-03-24 11:30:56,450.43,Pending,ord23556
P23557,Cash,2026-03-31 23:59:00,135.38,Paid,ord23557
P23558,Credit Card,2026-03-31 23:59:00,160.76,Paid,ord23558
P23559,QR Payment,2026-03-31 23:59:00,135.55,Paid,ord23559
P23560,Cash,2026-03-24 11:30:56,413.31,Pending,ord23560
P23561,Cash,2026-03-31 23:59:00,55.8,Paid,ord23561
P23562,QR Payment,2026-03-31 23:59:00,479.48,Paid,ord23562
P23563,Credit Card,2026-03-31 23:59:00,271.23,Paid,ord23563
P23564,Cash,2026-03-31 23:59:00,371.48,Paid,ord23564
P23565,Cash,2026-03-24 11:30:56,321.55,Pending,ord23565
P23566,Credit Card,2026-03-31 23:59:00,0,Failed,ord23566
P23567,Credit Card,2026-03-31 23:59:00,234.37,Paid,ord23567
P23568,Credit Card,2026-03-31 23:59:00,50.95,Paid,ord23568
P23569,QR Payment,2026-03-24 11:30:56,84.3,Pending,ord23569
P23570,Credit Card,2026-03-31 23:59:00,87.94,Paid,ord23570
P23571,QR Payment,2026-03-24 11:30:56,340.59,Pending,ord23571
P23572,Credit Card,2026-03-31 23:59:00,217.62,Paid,ord23572
P23573,Cash,2026-03-31 23:59:00,95.85,Paid,ord23573
P23574,Credit Card,2026-03-31 23:59:00,0,Paid,ord23574
P23575,Cash,2026-03-31 23:59:00,0,Failed,ord23575
P23576,Credit Card,2026-03-31 23:59:00,217.67,Paid,ord23576
P23577,QR Payment,2026-03-31 23:59:00,0,Failed,ord23577
P23578,Cash,2026-03-31 23:59:00,409.36,Paid,ord23578
P23579,QR Payment,2026-03-24 11:30:56,224.32,Pending,ord23579
P23580,Cash,2026-03-31 23:59:00,480.26,Paid,ord23580
P23581,Credit Card,2026-03-31 23:59:00,0,Failed,ord23581
P23582,Cash,2026-03-31 23:59:00,288.35,Paid,ord23582
P23583,Cash,2026-03-31 23:59:00,87.48,Paid,ord23583
P23584,QR Payment,2026-03-24 11:30:56,455.36,Pending,ord23584
P23585,QR Payment,2026-03-31 23:59:00,173.91,Paid,ord23585
P23586,Credit Card,2026-03-31 23:59:00,0,Paid,ord23586
P23587,Credit Card,2026-03-31 23:59:00,0,Failed,ord23587
P23588,Credit Card,2026-03-31 23:59:00,403,Paid,ord23588
P23589,QR Payment,2026-03-24 11:30:56,178.73,Pending,ord23589
P23590,QR Payment,2026-03-31 23:59:00,0,Failed,ord23590
P23591,Cash,2026-03-31 23:59:00,493.53,Paid,ord23591
P23592,QR Payment,2026-03-31 23:59:00,494.76,Paid,ord23592
P23593,QR Payment,2026-03-31 23:59:00,188.23,Paid,ord23593
P23594,Cash,2026-03-31 23:59:00,184.82,Paid,ord23594
P23595,Credit Card,2026-03-31 23:59:00,345.89,Paid,ord23595
P23596,Cash,2026-03-24 11:30:56,50.19,Pending,ord23596
P23597,Cash,2026-03-31 23:59:00,0,Paid,ord23597
P23598,Cash,2026-03-31 23:59:00,327.56,Paid,ord23598
P23599,Cash,2026-03-31 23:59:00,0,Failed,ord23599
P23600,Credit Card,2026-03-31 23:59:00,347.02,Paid,ord23600
P23601,QR Payment,2026-03-31 23:59:00,459.57,Paid,ord23601
P23602,Cash,2026-03-31 23:59:00,46.49,Paid,ord23602
P23603,Credit Card,2026-03-31 23:59:00,74.42,Paid,ord23603
P23604,Credit Card,2026-03-31 23:59:00,520.05,Paid,ord23604
P23605,QR Payment,2026-03-31 23:59:00,486.12,Paid,ord23605
P23606,QR Payment,2026-03-24 11:30:56,302.34,Pending,ord23606
P23607,Credit Card,2026-03-31 23:59:00,467.98,Paid,ord23607
P23608,Credit Card,2026-03-31 23:59:00,258.11,Paid,ord23608
P23609,QR Payment,2026-03-31 23:59:00,318.43,Paid,ord23609
P23610,QR Payment,2026-03-31 23:59:00,170.42,Paid,ord23610
P23611,Cash,2026-03-31 23:59:00,271.25,Paid,ord23611
P23612,QR Payment,2026-03-31 23:59:00,0,Failed,ord23612
P23613,Cash,2026-03-31 23:59:00,340.37,Paid,ord23613
P23614,QR Payment,2026-03-31 23:59:00,479.48,Paid,ord23614
P23615,Cash,2026-03-31 23:59:00,58,Paid,ord23615
P23616,Credit Card,2026-03-31 23:59:00,437.27,Paid,ord23616
P23617,Cash,2026-03-24 11:30:56,138.63,Pending,ord23617
P23618,Credit Card,2026-03-31 23:59:00,478.62,Paid,ord23618
P23619,Cash,2026-03-24 11:30:56,162.27,Pending,ord23619
P23620,Credit Card,2026-03-31 23:59:00,316.57,Paid,ord23620
P23621,QR Payment,2026-03-24 11:30:56,251.85,Pending,ord23621
P23622,QR Payment,2026-03-31 23:59:00,290.59,Paid,ord23622
P23623,QR Payment,2026-03-31 23:59:00,519.14,Paid,ord23623
P23624,QR Payment,2026-03-31 23:59:00,0,Paid,ord23624
P23625,QR Payment,2026-03-31 23:59:00,501.71,Paid,ord23625
P23626,Credit Card,2026-03-31 23:59:00,129.2,Paid,ord23626
P23627,QR Payment,2026-03-24 11:30:56,513.19,Pending,ord23627
P23628,Cash,2026-03-31 23:59:00,120.04,Paid,ord23628
P23629,Credit Card,2026-03-31 23:59:00,73.4,Paid,ord23629
P23630,Cash,2026-03-31 23:59:00,499.81,Paid,ord23630
P23631,Credit Card,2026-03-31 23:59:00,275.74,Paid,ord23631
P23632,Credit Card,2026-03-31 23:59:00,270.07,Paid,ord23632
P23633,Cash,2026-03-31 23:59:00,307.76,Paid,ord23633
P23634,QR Payment,2026-03-31 23:59:00,0,Failed,ord23634
P23635,Cash,2026-03-31 23:59:00,80.25,Paid,ord23635
P23636,Credit Card,2026-03-24 11:30:56,422.53,Pending,ord23636
P23637,Cash,2026-03-31 23:59:00,0,Paid,ord23637
P23638,Credit Card,2026-03-31 23:59:00,0,Failed,ord23638
P23639,QR Payment,2026-03-31 23:59:00,0,Paid,ord23639
P23640,QR Payment,2026-03-24 11:30:56,324.44,Pending,ord23640
P23641,QR Payment,2026-03-31 23:59:00,0,Failed,ord23641
P23642,Credit Card,2026-03-31 23:59:00,0,Failed,ord23642
P23643,QR Payment,2026-03-31 23:59:00,0,Paid,ord23643
P23644,QR Payment,2026-03-31 23:59:00,352.35,Paid,ord23644
P23645,Credit Card,2026-03-31 23:59:00,381.11,Paid,ord23645
P23646,Credit Card,2026-03-31 23:59:00,270.95,Paid,ord23646
P23647,Cash,2026-03-31 23:59:00,299.6,Paid,ord23647
P23648,QR Payment,2026-03-31 23:59:00,0,Failed,ord23648
P23649,QR Payment,2026-03-31 23:59:00,0,Failed,ord23649
P23650,QR Payment,2026-03-31 23:59:00,194.07,Paid,ord23650
P23651,Credit Card,2026-03-31 23:59:00,163.78,Paid,ord23651
P23652,Credit Card,2026-03-31 23:59:00,0,Failed,ord23652
P23653,Credit Card,2026-03-31 23:59:00,308.43,Paid,ord23653
P23654,Cash,2026-03-24 11:30:56,415.97,Pending,ord23654
P23655,Cash,2026-03-31 23:59:00,132.68,Paid,ord23655
P23656,Credit Card,2026-03-31 23:59:00,359.87,Paid,ord23656
P23657,Credit Card,2026-03-31 23:59:00,269.89,Paid,ord23657
P23658,QR Payment,2026-03-31 23:59:00,289.17,Paid,ord23658
P23659,QR Payment,2026-03-31 23:59:00,157.64,Paid,ord23659
P23660,Cash,2026-03-31 23:59:00,0,Failed,ord23660
P23661,Cash,2026-03-24 11:30:56,129.46,Pending,ord23661
P23662,Cash,2026-03-31 23:59:00,495.91,Paid,ord23662
P23663,QR Payment,2026-03-24 11:30:56,233.7,Pending,ord23663
P23664,Credit Card,2026-03-31 23:59:00,428.56,Paid,ord23664
P23665,Cash,2026-03-31 23:59:00,67.08,Paid,ord23665
P23666,Cash,2026-03-31 23:59:00,141.17,Paid,ord23666
P23667,Credit Card,2026-03-24 11:30:56,87.99,Pending,ord23667
P23668,QR Payment,2026-03-24 11:30:56,0,Pending,ord23668
P23669,Credit Card,2026-03-31 23:59:00,81.71,Paid,ord23669
P23670,QR Payment,2026-03-31 23:59:00,0,Paid,ord23670
P23671,QR Payment,2026-03-31 23:59:00,55.48,Paid,ord23671
P23672,Credit Card,2026-03-31 23:59:00,517.44,Paid,ord23672
P23673,Credit Card,2026-03-31 23:59:00,0,Paid,ord23673
P23674,QR Payment,2026-03-31 23:59:00,529.38,Paid,ord23674
P23675,Credit Card,2026-03-31 23:59:00,0,Failed,ord23675
P23676,Credit Card,2026-03-31 23:59:00,347.45,Paid,ord23676
P23677,QR Payment,2026-03-31 23:59:00,312.41,Paid,ord23677
P23678,Credit Card,2026-03-31 23:59:00,0,Paid,ord23678
P23679,QR Payment,2026-03-24 11:30:56,0,Pending,ord23679
P23680,QR Payment,2026-03-31 23:59:00,304.95,Paid,ord23680
P23681,Cash,2026-03-31 23:59:00,511.56,Paid,ord23681
P23682,QR Payment,2026-03-31 23:59:00,506.44,Paid,ord23682
P23683,Credit Card,2026-03-31 23:59:00,77.86,Paid,ord23683
P23684,QR Payment,2026-03-31 23:59:00,363.33,Paid,ord23684
P23685,Credit Card,2026-03-31 23:59:00,0,Paid,ord23685
P23686,Cash,2026-03-31 23:59:00,517.57,Paid,ord23686
P23687,QR Payment,2026-03-31 23:59:00,0,Failed,ord23687
P23688,Cash,2026-03-31 23:59:00,487.6,Paid,ord23688
P23689,Cash,2026-03-31 23:59:00,288.43,Paid,ord23689
P23690,Cash,2026-03-31 23:59:00,466.54,Paid,ord23690
P23691,Cash,2026-03-24 11:30:56,300.86,Pending,ord23691
P23692,QR Payment,2026-03-31 23:59:00,218.48,Paid,ord23692
P23693,Credit Card,2026-03-31 23:59:00,103.16,Paid,ord23693
P23694,Credit Card,2026-03-24 11:30:56,63.85,Pending,ord23694
P23695,Credit Card,2026-03-31 23:59:00,0,Failed,ord23695
P23696,QR Payment,2026-03-31 23:59:00,439.99,Paid,ord23696
P23697,QR Payment,2026-03-31 23:59:00,207.3,Paid,ord23697
P23698,QR Payment,2026-03-31 23:59:00,407.81,Paid,ord23698
P23699,QR Payment,2026-03-31 23:59:00,175.4,Paid,ord23699
P23700,QR Payment,2026-03-24 11:30:56,149.32,Pending,ord23700
P23701,Cash,2026-03-31 23:59:00,97.03,Paid,ord23701
P23702,Credit Card,2026-03-31 23:59:00,199.33,Paid,ord23702
P23703,Credit Card,2026-03-31 23:59:00,505.23,Paid,ord23703
P23704,QR Payment,2026-03-31 23:59:00,292.26,Paid,ord23704
P23705,Cash,2026-03-24 11:30:56,226.92,Pending,ord23705
P23706,QR Payment,2026-03-31 23:59:00,0,Failed,ord23706
P23707,QR Payment,2026-03-24 11:30:56,277.56,Pending,ord23707
P23708,Cash,2026-03-31 23:59:00,529.79,Paid,ord23708
P23709,QR Payment,2026-03-31 23:59:00,0,Paid,ord23709
P23710,Cash,2026-03-31 23:59:00,106.68,Paid,ord23710
P23711,QR Payment,2026-03-31 23:59:00,265.02,Paid,ord23711
P23712,Credit Card,2026-03-31 23:59:00,160.06,Paid,ord23712
P23713,Cash,2026-03-31 23:59:00,0,Failed,ord23713
P23714,Credit Card,2026-03-31 23:59:00,126.77,Paid,ord23714
P23715,Cash,2026-03-31 23:59:00,139.46,Paid,ord23715
P23716,Credit Card,2026-03-31 23:59:00,290.48,Paid,ord23716
P23717,QR Payment,2026-03-31 23:59:00,433.4,Paid,ord23717
P23718,Credit Card,2026-03-31 23:59:00,0,Paid,ord23718
P23719,Cash,2026-03-31 23:59:00,155.78,Paid,ord23719
P23720,Credit Card,2026-03-31 23:59:00,509.93,Paid,ord23720
P23721,Credit Card,2026-03-31 23:59:00,0,Failed,ord23721
P23722,QR Payment,2026-03-31 23:59:00,452.98,Paid,ord23722
P23723,Cash,2026-03-31 23:59:00,379.77,Paid,ord23723
P23724,Cash,2026-03-24 11:30:56,188.75,Pending,ord23724
P23725,Cash,2026-03-24 11:30:56,247.64,Pending,ord23725
P23726,Credit Card,2026-03-31 23:59:00,489.04,Paid,ord23726
P23727,QR Payment,2026-03-31 23:59:00,310.73,Paid,ord23727
P23728,Credit Card,2026-03-31 23:59:00,0,Paid,ord23728
P23729,QR Payment,2026-03-24 11:30:56,466.8,Pending,ord23729
P23730,Cash,2026-03-31 23:59:00,302.68,Paid,ord23730
P23731,QR Payment,2026-03-24 11:30:56,144.89,Pending,ord23731
P23732,Cash,2026-03-31 23:59:00,342.6,Paid,ord23732
P23733,Cash,2026-03-24 11:30:56,166.43,Pending,ord23733
P23734,Cash,2026-03-31 23:59:00,83.42,Paid,ord23734
P23735,Cash,2026-03-31 23:59:00,486.76,Paid,ord23735
P23736,Credit Card,2026-03-24 11:30:56,0,Pending,ord23736
P23737,QR Payment,2026-03-31 23:59:00,416.58,Paid,ord23737
P23738,QR Payment,2026-03-31 23:59:00,420.27,Paid,ord23738
P23739,QR Payment,2026-03-31 23:59:00,379.08,Paid,ord23739
P23740,Cash,2026-03-31 23:59:00,387.26,Paid,ord23740
P23741,Credit Card,2026-03-31 23:59:00,355.5,Paid,ord23741
P23742,QR Payment,2026-03-31 23:59:00,0,Failed,ord23742
P23743,Credit Card,2026-03-31 23:59:00,519.87,Paid,ord23743
P23744,QR Payment,2026-03-24 11:30:56,0,Pending,ord23744
P23745,Credit Card,2026-03-31 23:59:00,512.66,Paid,ord23745
P23746,Credit Card,2026-03-24 11:30:56,369.45,Pending,ord23746
